TLPS,DACE,TLPS_ORDER_1.0,DACE_ORDER_1.0
0.284918569357778,0.3533289604534635,0.2405648159582762,0.3086999850430524
1.6360554911261342,1.9448014271285676,1.5966906922608461,1.622722586918659
0.4711079394062545,0.8248353116008358,0.47110787600879445,0.5279735742732662
0.8817135336035445,0.7637148887772651,0.6834329289342655,0.7487575720533803
1.5816169701025693,1.8515437061724331,1.3487259955816977,1.418363573365165
0.8688704060115668,0.8827233012602951,0.8688703196291896,0.8384546681770157
0.9299504250230215,1.3670635108135794,0.8732789468545313,1.1023254544472512
0.7503082704851285,0.7528817669048687,0.6129755086783258,0.6129764182364575
1.2175473494022568,1.2631073620726898,1.2018912345759334,1.2466584472317224
0.672474645377938,0.8153271469284294,0.6722511823480583,0.7251841893224288
1.6727194630109605,1.9530242826232829,1.672719153282251,1.7077336197225255
0.873710597260893,0.6985867816461355,0.4913695705268141,0.49411974844316775
1.2904740387754248,1.9418636335709543,1.2904737171019895,1.291799236844975
1.9673165734609017,1.8220039927097882,1.5973310880650535,1.7889562446916507
0.05300812669953056,0.05300826084778363,0.05300812669953101,0.053008126699530575
0.4009415162654145,0.641976243424907,0.4009412186249361,0.4534925014444564
0.8822150286440532,1.060615016173347,0.7966190383058672,0.7343973308927044
2.219739923103143,2.826944285063524,2.208647666393464,2.2898945147373797
0.45758274249480124,0.5550170241675504,0.4554348306301995,0.529413394638385
0.8282512403507243,0.84939422694229,0.7490114143607343,0.8072745278553571
0.4972687770683508,0.5330211135160099,0.4972687770683525,0.5330208162477026
0.9141466570851451,1.5903975441538414,0.9141462964105252,0.8712147769026118
0.5111373108957822,0.6507706069209438,0.5111370132553008,0.511137310895784
0.5976172490866614,0.5611796479074005,0.5855040261301682,0.5540899764383362
0.07698331499958705,0.08582674372559944,0.0659079865385961,0.0659079865385961
1.159270739608828,1.1852389024608787,1.134316138761897,0.9977138093016645
0.7397432585792365,0.7578855508282905,0.6931636871573441,0.7113298473282768
0.9738313533622132,1.2551322703120436,0.8660336120991535,0.9883467028457981
0.11226362455431606,0.1520196311121927,0.11226353977189117,0.11226344466242831
0.14978655589497708,0.14978655589497708,0.14978655589497658,0.14978654964767169
0.01603766065061658,0.01603766065061658,0.016037278227713198,0.016037363010139978
1.7784990394828613,2.643715364468424,1.7784990394828601,1.7540265733563254
0.2486900061148481,0.2526860985100861,0.22489923486118674,0.2056331312585835
2.7009530999268536,3.2413794345317113,2.7009528012543016,2.680427442473293
0.2545055844494023,0.2545055844494023,0.25450526277596686,0.2545049651354915
0.8179206931814456,0.8697997432228413,0.8179205391926909,0.752205788215663
1.994428940862928,2.280961777182524,1.994428549421478,2.312009269708535
1.017833842256545,1.5488622272150403,1.0178338135032503,1.1933620274573165
0.49695078970763157,0.5098228316334268,0.37579084636786964,0.37578992710933995
2.357536115640637,3.384031969649569,2.357536115640632,2.4557674280657396
0.7177040807172719,0.9165020659596241,0.7177040173198119,0.7577304841982888
0.3998364420936145,0.4183660340857026,0.399836240526546,0.30338898548100135
0.3190853908059772,0.4339888694229311,0.3123942691861598,0.34523341989912565
0.8617446262405314,0.9093587921348252,0.8617446262405305,0.9093581235444348
1.219860235392626,1.4185746793568548,1.063407204212132,1.0164913554250474
1.346347185810129,1.3030117746983434,1.0085100868820842,1.0077712120851428
0.45056864725026613,0.5781183743230174,0.450568520045277,0.43030377350462995
2.482888389288669,2.482888389288669,2.2174236664804043,2.2174245154280015
0.6941819600151602,0.6734372280725219,0.6941816623746835,0.6733377080676257
1.1263262099401943,1.9919276782481832,1.0866559539259941,1.1480638192647543
