MAD,SCM,MAD_ORDER_1.0,SCM_ORDER_1.0
0.14124087293106896,0.08505168391885887,0.14124087293106896,0.08505168391885887
0.35755986400275586,0.16533817954116198,0.35755986400275586,0.16533817954116198
0.08318706919085019,0.055985941444156175,0.08318706919085019,0.055985941444156175
0.23775763694411883,0.08883188789294605,0.23775763694411883,0.08883188789294605
0.23775763694411883,0.08865441272955206,0.23775763694411883,0.08865441272955206
0.47551527388823767,0.15876275591545622,0.47551527388823767,0.15876275591545622
0.13264965087189606,0.0960772788432792,0.13264965087189606,0.10251516063453776
1.015107074045103,1.0858765097851937,1.015107074045103,1.0858765097851937
1.3253723591353004,1.4054087433006854,1.3253723591353004,1.4054087433006857
0.1663741383816998,0.09737336567422242,0.1871709056794122,0.09737336567422242
0.3681589886486946,0.41530260812055275,0.3681589886486946,0.4162476591140746
0.23775763694411883,0.09306465069931982,0.23775763694411883,0.10251516063453776
1.0589489078078482,1.244846371754529,1.0589489078078482,1.3079159312464579
0.1649288032027086,0.19654020052282517,0.1649288032027086,0.19721324506816598
0.7132729108323564,0.23981682736788718,0.7132729108323564,0.23981682736788718
0.5238537059856234,0.4117293817027775,0.5238537059856234,0.411729386599952
0.47551527388823767,0.16880336651740796,0.47551527388823767,0.1688033652646153
0.854674869177035,0.7159273135851602,1.0086833621384734,0.7347243045325212
0.041834423791923814,0.04622339977527646,0.041834423791923814,0.04622339977527646
0.23775763694411883,0.10251516063453776,0.23775763694411883,0.10251515962510953
0.23775763694411883,0.09211959970579803,0.23775763694411883,0.10251516063453776
0.22286782742803118,0.12496245368969851,0.23069155384682657,0.1400798176046401
0.47551527388823767,0.1943197433424955,0.47551527388823767,0.1943197433424955
0.23775763694411883,0.0971598716712482,0.23775763694411883,0.10251516063453776
0.21246427131176576,0.09355714286055455,0.23775763694411883,0.10251515822625354
0.23775763694411883,0.0889694297273928,0.23775763694411883,0.08896942772739287
0.47551527388823767,0.1615979088960216,0.47551527388823767,0.1615979088960216
0.027943146793837817,0.027406478812131117,0.027943146793837817,0.02740647798675762
