MAD,SCM,MAD_ORDER_1.0,SCM_ORDER_1.0
0.8993196669281089,1.1300071392504396,0.8993196669281089,1.1634425705575517
0.1686224375490364,0.2650222552425004,0.1686224375490364,0.26502225524250034
0.22482991673202724,0.3086854355561304,0.22482991673202724,0.3086854447292569
0.27671374367018736,0.3575592824763757,0.27671374367018736,0.3680607337775853
0.1686224375490364,0.23249063534503983,0.1686224375490364,0.23249063534503983
0.4926657611261419,0.5746114464587879,0.4926657611261419,0.5746114464587879
0.7090789681548552,0.8458647156651594,0.7090789681548552,0.8458647156651594
0.32375508009413734,0.497278864344986,0.32375508009413734,0.4972788643448902
0.06917843591754684,0.11177000992327304,0.06917843591754684,0.11233061288677595
0.5253525720971889,0.7685299532045493,0.5253525720971889,0.7685299532045493
1.5435438514102637,1.7557457028632368,1.5435438514102637,1.7741802861569211
0.8715906438645111,1.2846624423993744,0.8715906438645111,1.2846624423993744
0.09742629725057111,0.15464606268993564,0.09742629725057111,0.15464606268993564
0.29527662397474563,0.4374188686616369,0.31274417904392554,0.47601469190102547
0.7452823496183865,0.8029177586304013,0.7452823496183865,0.8206196044507298
0.28103739591503407,0.40981844910623605,0.28103739591503407,0.43366876708263774
0.8176314638488318,1.1361754366771493,0.8176314638488318,1.167860625110599
0.05600062209523833,0.0654039780827231,0.05600062209523833,0.0654039780827231
0.37846369316560835,0.5452524006628585,0.37846369316560835,0.5452524006628585
0.13835687183509368,0.2246612257735519,0.13835687183509368,0.2246612257735519
0.5718174215551408,0.8520723361378262,0.5718174215551408,0.8520723361378262
0.05620747918300681,0.09091531473932343,0.05620747918300681,0.09091527528746353
0.3285975706083475,0.4854385736012698,0.3285975706083475,0.4875781421467859
0.4885727036676951,0.576377866211655,0.4885727036676951,0.5837517808733621
0.7106931316596135,0.8283386455043428,0.7359000242470682,0.8283386455043428
0.15813037476820496,0.3077026862098402,0.15813037476820496,0.36663434733420736
0.1041711947525256,0.1987950185848203,0.1041711947525256,0.22681126736984403
0.8751072143569745,0.9533948898040024,0.8751072143569745,0.97090850110087
1.1174046861582023,1.5861107390879425,1.1174046861582023,1.6033628424563604
0.44793037256612245,0.47330566573891336,0.4641873050067502,0.4814711326572222
0.08693423446974166,0.11728487876325523,0.08693423446974166,0.11728487876325523
0.2383197117359636,0.4078878498870492,0.2383197117359636,0.43324759890086717
0.39345235428106456,0.5359355008497122,0.39345235428106456,0.5359355008497122
0.30052265536516204,0.520754561401005,0.30052265536516204,0.5831181191095538
0.8678434785856627,1.1654786442699208,0.8678434785856627,1.1654785612353995
0.2203333183974034,0.3873893841825421,0.2203333183974034,0.38738938418254204
0.5928015471168037,0.8802498520229556,0.6698922666424185,0.8802498443313722
0.3458921795877342,0.4205161031624604,0.3471604509129062,0.42051610316246035
0.2900305925843306,0.491492247122123,0.2900305925843306,0.491492247122123
0.3285975706083475,0.43032941656137,0.3285975706083475,0.43032941656137025
0.1729460897938671,0.23350071234934486,0.1729460897938671,0.23350071234934486
0.0893698919009974,0.11208304448524685,0.0893698919009974,0.11208303664611312
0.22482991673202724,0.28347222695629914,0.22482991673202724,0.2834722277970395
0.008243763613519086,0.02066250735934464,0.008243763613519086,0.02066250735934464
0.33124941065186475,0.4910219851489437,0.33124941065186475,0.49770609839431257
0.09143083280438177,0.12920249601483302,0.09160377889417493,0.12920249601483302
0.6415146957420667,0.9020649789053544,0.6415146957420667,0.9306604850162046
1.1457678448843696,1.2800563897766122,1.1457678448843696,1.2800563897766122
0.44550912730901693,0.49330288574722925,0.44550912730901693,0.5162466611600826
0.3786510514295361,0.5942688314906798,0.3786510514295361,0.5942688314906799
