MAD,SCM,MAD_ORDER_1.0,SCM_ORDER_1.0
0.9577928472325103,0.8284872420276475,0.5245750540368089,0.5404233358431613
0.04585130761934202,0.08062182856481068,0.045851307619342425,0.045851307619341586
0.1986889547419703,0.2524331743682713,0.19868895474196926,0.20938655985346682
0.07641886546654808,0.11119581788215094,0.07641885835304472,0.08325734003541271
0.374900017266508,0.6777936492145682,0.3749000172665078,0.4350567159713804
0.29158906979794286,0.2914634359633275,0.29158906979793964,0.35715648609118245
0.22479980069350713,0.3187689943318448,0.22479980017897416,0.24273512966344668
0.10698635225705314,0.17333982327725503,0.10698634514354585,0.11623748451487195
0.07641883995901431,0.11478549782291336,0.07641883995901427,0.08325828169420679
0.6248328596722049,0.5337658829571996,0.41266165196820964,0.48573733121234686
1.3746314663408048,1.9594497359299106,1.3746314663408001,1.4372319187613747
0.6664883334064868,1.223276429516099,0.6664883334064873,0.739795403607968
0.12496717486081257,0.2537134686173542,0.12496710644793142,0.1534003702567489
0.013886176407760971,0.014023901014851391,0.013886176407761582,0.014023901014851391
0.5807830488629738,0.9660410577299463,0.5807825097001094,0.6291874256955989
0.958076649546467,1.4228539955522925,0.9580766495464486,1.6087063251897695
0.8747658609809229,1.1127777278232187,0.8747658609809008,1.5191976478843614
0.04585124202854131,0.044591425453068254,0.04585124202854131,0.042335928013139214
0.9303065985619805,0.847057952782728,0.5469331478723404,0.5527314058347279
0.597062729236208,1.269243992384372,0.5970627292362041,0.6573635658342247
0.4513187952786549,0.6700305275738774,0.45131879527865293,0.42268651608889574
0.18745046491374664,0.3380969464048301,0.18745046491374123,0.2157088445067226
1.0691578069025396,2.517049961143947,1.0691578069025098,1.000239418315921
0.4737966966059207,0.8816654893215067,0.4737958634964459,0.6428097366553754
0.7081438071407701,1.3706140429805433,0.7081438071407433,0.8060967257552016
0.7081438865922807,1.3448277997348423,0.7081438865922781,0.8641728638276163
1.083043070749314,2.009339857895248,1.0830430707492997,1.1850196553265775
0.374900017266508,0.6898733582281055,0.37490001726650624,0.6738052080145334
0.35777417792457844,0.46179386152865287,0.3279216146415881,0.6677559082775539
0.541522071106661,0.9734525945168284,0.5415220711066615,0.74007808761043
0.374900017266508,0.5730402268295784,0.37490001076640245,0.4252736738687468
0.7221677361579772,1.3059953484460884,0.7221677361579781,1.0463030638320319
0.45821096473507317,0.8494794493551111,0.4582109647350723,0.4862921160554845
0.2640269506882599,0.38503392317218776,0.26402694357475276,0.2540186530631214
0.8747657020779003,1.6421664449273798,0.874765702077896,0.9237276984236106
0.18745046491374664,0.23247850912316143,0.1596238183101254,0.24145172718746105
0.7003622053456282,1.3022715621111602,0.6876212129355979,0.6922384872318866
0.8747657020779003,1.6855825660531687,0.8747657020779005,0.9509605797864235
0.37490017616953064,0.8672151924608774,0.37490017616952975,0.47739259316883165
0.7151442170117916,0.7769959926072895,0.6807734844218809,1.8012377470030017
0.22479980069350713,0.3187689943318448,0.22479980017897416,0.24273512966344668
0.6405202122719569,0.6039917517938315,0.5414714449491467,0.5386981252003051
0.29075926084849635,0.3777145083951333,0.2144907200147457,0.40479185420860575
0.4279454053842789,0.49373547597878564,0.42794540538427883,0.4420166079263119
0.374900017266508,0.9853672086976991,0.37490001726650724,0.41686391368803277
0.4737966966059207,0.8816654893215067,0.4737958634964459,0.5601413029013702
0.18050807134489127,0.18917008435467436,0.18050807134489127,0.1340261563507834
0.6248328596722049,1.1668076603153388,0.6248328596722045,0.6947251143743893
0.5415219122036398,1.0767588852333696,0.5415219122036399,0.7787037261030761
0.4082960399580272,0.6356773642596807,0.4052799773542761,0.45905563123255055
