TLPS,DACE,TLPS_ORDER_1.0,DACE_ORDER_1.0
0.9140077797248614,2.8072942545097113,0.9140077787248628,1.1590913167619206
0.3691185264273478,0.4287441044695509,0.15770687404453018,0.18911900948511812
0.22292585204485915,0.3556656868387718,0.22292585204485915,0.26408796369897436
0.28123316299226503,0.539124659150267,0.28123316299226503,0.34288516853625467
1.4641256007915258,0.2630918209361339,0.18663632808403544,0.2215423186566101
1.514303973211621,0.7348143971552441,0.46026951437377045,0.4725821508591357
0.7206599801676792,1.8729217831201743,0.7206599791676829,1.0906366316123126
0.3625057852946284,0.6414210350454049,0.362505783455495,0.39256583386364446
0.07030829074806626,0.11775219775745667,0.07030829070698115,0.10219795179869104
0.5882327673415029,0.9562190524662988,0.5728275395634612,0.5888894378908679
1.5995136145185074,2.778036059795026,1.5673597140946336,1.9000393915497253
1.9695091189107905,1.5254179863518869,0.9759125645037904,0.9398833066852404
0.08706936456969509,0.120962333797717,0.08706936273056154,0.09086329925405469
0.33061870232889723,0.47925756347151566,0.28705458070182394,0.31190690220404244
0.8612765616638116,1.2929868409073833,0.7369491810221986,1.0606557796052714
0.27865731505607394,0.30366995421038284,0.2786573150560737,0.30366995421038284
1.6571338913165972,1.48775420419053,0.9133261680369108,0.9407308125830414
0.08788536343508283,0.05580934307113332,0.043930037058878685,0.043930038076458205
0.4737299532745348,0.7405989766678991,0.4237625499393315,0.4364374929887947
0.14061658149613251,0.3456342608598866,0.14061658149613251,0.18418715138545727
0.6402590606013768,1.0340002494753746,0.6402590596013747,0.6524212884240653
0.05573146301121479,0.06241396330143095,0.055731463011212734,0.05573146301121118
0.32838828816695853,0.4878147019324397,0.32838828816695853,0.4622859430837242
0.5097351079234803,0.990063202644522,0.5097351079234806,0.49883997771619354
0.8061340011104023,1.1660575585813007,0.7855829940076489,0.6935948518670966
0.1770572238360378,0.3039811823471844,0.17705722383603723,0.26051490369187724
0.23948216818839715,0.16955544215615892,0.11663959295361097,0.15064600317044102
2.07723056524359,1.6701370535145577,0.987660438175379,0.9726598387688153
2.4734214005209245,2.1654588516427338,1.2511484395237318,1.3543606933707473
0.5128283280708928,0.669371665404811,0.4240088407787441,0.5051165738138601
0.07532149189810788,0.10635103591424683,0.07532148509353176,0.08509577068439612
0.2668445363974364,0.3973421569159318,0.26684453455830215,0.30745950978023523
0.44054522518443845,0.8131167362531757,0.44054522518443884,0.4962008552867819
1.0686190514097695,0.6157849279288633,0.3364926386646916,0.4050168098518201
1.2831263061522091,0.9617752847309093,0.8879179930597041,0.9031437815853703
0.24670532610329365,0.4696781441013053,0.24670532610329365,0.3322958441146897
1.4403126345088186,1.1355178714947773,0.6637548059445523,0.7186095167049312
0.3515414537403313,0.6455811083030452,0.3439228591635225,0.4262342880779536
1.4508300662500186,0.5357879173950836,0.3247447641539683,0.4004643600971267
0.3339643810533147,1.0889779129668802,0.33396435500260224,0.4341991614691485
0.17577072687016565,0.28362316361327167,0.17577072687016565,0.22970661194555814
0.0828006980456985,0.0828006980456985,0.08140100783221321,0.08140100783221321
0.22292585204485915,0.311375613744569,0.22292585204485915,0.2405029247318757
0.009230471384829197,0.009230471384829197,0.00923047138482933,0.009230471384829197
0.37089712291718113,0.5599278924111792,0.3708971210780471,0.3908350873003102
0.10846268107226448,0.22130984288903693,0.08807753488890485,0.11393330098568663
1.8584679154952477,1.1142599963150512,0.7182985004911848,0.7639572586130055
1.1776638700301099,2.3726650254052,1.1776638700301056,1.491555717856292
0.47458096254944726,0.8610938866390707,0.47458096254944765,0.5219036785949154
1.2377298149453995,0.6585536885768963,0.39673076034232385,0.4781597556798712
