MAD,SCM,MAD_ORDER_0.001,MAD_ORDER_0.01,MAD_ORDER_0.1,MAD_ORDER_1,MAD_ORDER_10,MAD_ORDER_100,SCM_ORDER_0.001,SCM_ORDER_0.01,SCM_ORDER_0.1,SCM_ORDER_1,SCM_ORDER_10,SCM_ORDER_100
7.099740141058614,4.378328596375379,7.099740141058614,7.099740141058614,3.112965811590129,3.112965811590129,2.756980033722649,2.756980033722649,2.7626391576465936,2.7626391576465936,2.7626391576465936,2.7626391576465936,2.7626391576465936,2.7626391576465936
2.223953247451075,1.3491021407763308,2.223953247451075,2.223953247451075,2.223953247451075,1.1990418562472829,1.1990418562472829,1.1990418562472829,1.276279062359386,1.276279062359386,1.276279062359386,1.276279062359386,1.1990418562472829,1.1990418562472829
4.45043121822694,1.0071791514352837,4.45043121822694,4.45043121822694,4.45043121822694,1.049728314804929,1.022989233085174,1.0071791514352837,1.0071791514352837,1.0071791514352837,1.0071791514352837,1.0071791514352837,1.0071791514352837,1.0071791514352837
7.099740141058614,4.432614805489186,7.099740141058614,7.099740141058614,3.112965811590129,3.112965811590129,2.777949778218251,2.777949778218251,2.7843155148566985,2.7843155148566985,2.7843155148566985,2.7843155148566985,2.7843155148566985,2.7843155148566985
19.283040822653867,6.6087432705673095,9.705156345521797,9.705156345521797,9.705156345521797,4.574349723775199,4.145878204098383,4.145878204098383,4.160429915797306,4.160429915797306,4.160429915797306,4.160429915797306,4.160429915797306,4.145878204098383
0.17332865035604306,0.108105924917937,0.17332865035604306,0.17332865035604306,0.17332865035604306,0.108105924917937,0.108105924917937,0.108105924917937,0.108105924917937,0.108105924917937,0.108105924917937,0.108105924917937,0.108105924917937,0.108105924917937
4.45043121822694,0.48886903912676805,4.45043121822694,4.45043121822694,0.4066672420594089,0.3857178015981009,0.3433632900683519,0.3433632900683519,0.3433632900683519,0.3433632900683519,0.3433632900683519,0.3433632900683519,0.3433632900683519,0.3433632900683519
19.195040289965107,0.9277376224908194,11.225331376673404,4.45043121822694,4.45043121822694,0.6066907344626831,0.6066907344626831,0.6066907344626831,0.6066907344626831,0.6066907344626831,0.6066907344626831,0.6066907344626831,0.6066907344626831,0.6066907344626831
2.223953247451075,3.2951937154543547,2.223953247451075,2.223953247451075,2.223953247451075,2.223953247451075,2.223953247451075,2.223953247451075,2.723384788040709,2.723384788040709,2.723384788040709,2.3742709954916243,2.223953247451075,2.223953247451075
4.45043121822694,1.0125851190954824,4.45043121822694,4.45043121822694,0.8890125641390537,0.8890125641390537,0.7289352157978924,0.7289352157978924,0.9207846369859274,0.9207846369859274,0.9207846369859274,0.9207846369859274,0.7289352157978924,0.7289352157978924
