MAD,SCM,MAD_ORDER_0.001,MAD_ORDER_0.01,MAD_ORDER_0.1,MAD_ORDER_1,MAD_ORDER_10,MAD_ORDER_100,SCM_ORDER_0.001,SCM_ORDER_0.01,SCM_ORDER_0.1,SCM_ORDER_1,SCM_ORDER_10,SCM_ORDER_100
1.5595701890645284,2.041699617057852,1.5595701890645284,1.5595701890645284,1.5595701890645284,1.5595701890645284,1.8173463359022861,1.8173463359022861,2.041699617057852,2.041699617057852,2.0416996170578523,2.1776072422855113,2.1171688802472,5.126164956096311
2.165112098129477,3.2020986918094545,2.165112098129477,2.165112098129477,2.165112098129477,2.165112098129477,2.165112098129477,3.420250657140195,3.202098691809455,3.202098691809455,3.2020986918094554,3.202098677194647,3.3626794861098848,4.142828477721286
0.026230156952079312,0.07879301120000669,0.026230156952079312,0.026230156952079312,0.026230156952079312,0.026230156952079312,0.026230156952079312,0.026230156952079312,0.07879301120000669,0.07879301120000669,0.07879301120000669,0.09310406943553923,0.09867825367016461,0.09867825533567035
1.047707411971275,1.4745724125234458,1.047707411971275,1.047707411971275,1.047707411971275,1.047707411971275,1.2631550033319854,1.2631550033319854,1.4745724125255937,1.4745723920786227,1.474572362127818,1.4745723742913377,1.7283724465645893,3.5116187673697112
0.6804852146422898,1.0486732650045276,0.6804852146422898,0.6804852146422898,0.6804852146422898,0.6804852146422898,0.6804852146422898,0.8514424244035272,1.0486732660045277,1.0486732268181045,1.05294867645255,1.0529486775817294,1.143451940368562,2.3044966737259696
1.1363278708164817,1.5000036279481372,1.1363278708164817,1.1363278708164817,1.1363278708164817,1.1363278708164817,1.2845859062922727,1.2845859062922727,1.5000035876852602,1.5000036279481377,1.5000036279481377,1.5466179527932282,1.5466179547954875,3.8175220558575242
0.18660883088759664,0.31607314502083483,0.18660883088759664,0.18660883088759664,0.18660883088759664,0.18660883088759664,0.18660883088759664,0.18660883088759664,0.31607314502083483,0.3160731383929911,0.31607314502083483,0.31607314502083483,0.31607314502083483,0.702025302244997
0.1274036194815009,0.22621462685493074,0.1274036194815009,0.12757656557129404,0.12757656557129404,0.12757656557129404,0.12757656557129404,0.12757656557129404,0.22621462685493074,0.22621462685493074,0.22621462685493074,0.22621462685493074,0.3150868485301983,0.3150868485301983
0.41143874761962346,0.6731497692357249,0.41143874761962346,0.41143874761962346,0.41143874761962346,0.41143874761962346,0.41143874761962346,0.49808473860635016,0.6731497303744044,0.6731497692357248,0.6731497245304913,0.673149731397527,0.7744097628443836,1.3778822544821154
0.905315131374318,1.2772978616501518,0.905315131374318,0.905315131374318,0.905315131374318,0.905315131374318,1.0591506782459619,1.0591506782459619,1.277297868650152,1.277297831337477,1.2772978686501517,1.2772976915539416,1.5012416055853077,1.501241586757435
